anchor_location,anchor_region,anchor_job_count,nearby_location,nearby_region,nearby_job_count,distance_miles,distance_method,max_distance_miles,display_location_policy,review_status
Southam,West Midlands - Coventry & Warwickshire,1,Rugby,West Midlands - Coventry & Warwickshire,1,9.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southam,West Midlands - Coventry & Warwickshire,1,Kenilworth,West Midlands - Coventry & Warwickshire,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southam,West Midlands - Coventry & Warwickshire,1,Coventry,West Midlands - Coventry & Warwickshire,3,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southam,West Midlands - Coventry & Warwickshire,1,Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southampton,Hampshire,9,Eastleigh,Hampshire,3,4.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southampton,Hampshire,9,Romsey,Hampshire,2,7.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southampton,Hampshire,9,Fareham,Hampshire,3,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southampton,Hampshire,9,Winchester,Hampshire,3,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southampton,Hampshire,9,Gosport,Hampshire,1,14.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southend-on-sea,Essex,1,Sheerness,Kent,1,7.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southend-on-sea,Essex,1,Gillingham,Kent,3,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Southend-on-sea,Essex,1,Rochester,Kent,1,13.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spalding,Lincolnshire,1,Boston,Lincolnshire,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Meadowfield,North East - County Durham & Darlington/Hartlepool,1,3.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,4.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Durham,North East - County Durham & Darlington/Hartlepool,6,5.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,11.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Peterlee,North East - County Durham & Darlington/Hartlepool,1,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Darlington,North East - County Durham & Darlington/Hartlepool,4,12.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Stanley,North East - County Durham & Darlington/Hartlepool,1,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Spennymoor,North East - County Durham & Darlington/Hartlepool,1,Washington,"North East - Tyneside, Wearside & Northumberland",1,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Hemel Hempstead,Hertfordshire,4,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Kings Langley,Hertfordshire,1,5.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Welwyn Garden City,Hertfordshire,1,6.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Borehamwood,London,3,7.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Watford,Hertfordshire,2,7.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Bushey,London,1,7.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Potters Bar,Hertfordshire,1,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Barnet,London,1,9.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Luton,Bedfordshire,1,9.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Berkhamsted,Hertfordshire,1,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Chesham,Buckinghamshire,1,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Harrow,London,3,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Stevenage,Hertfordshire,1,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Enfield,London,1,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Albans,Hertfordshire,1,Amersham,Buckinghamshire,1,13.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Ives,Cambridgeshire,1,Redruth,Cornwall,1,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Neots,Cambridgeshire,2,Sandy,Bedfordshire,1,6.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Neots,Cambridgeshire,2,Huntingdon,Cambridgeshire,4,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
St. Neots,Cambridgeshire,2,Bedford,Bedfordshire,2,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stafford,Staffordshire,2,Cannock,Staffordshire,1,8.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stafford,Staffordshire,2,Stoke-on-trent,Staffordshire,3,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stafford,Staffordshire,2,Lichfield,Staffordshire,2,14.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Chertsey,Surrey,1,3.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Shepperton,Surrey,1,3.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Walton-on-thames,Surrey,1,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Windsor,Berkshire,1,5.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Slough,Berkshire,2,6.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Isleworth,London,3,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Southall,London,1,7.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Uxbridge,London,3,8.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Kingston Upon Thames,London,1,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Brentford,London,2,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Chessington,London,1,9.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Bracknell,Berkshire,4,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Maidenhead,Berkshire,1,11.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Fetcham,Surrey,1,11.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Epsom,Surrey,3,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Middlesex,London,6,12.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Harrow,London,3,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Wandsworth,London,4,13.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Morden,London,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Guildford,Surrey,1,13.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Sutton,London,2,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Wokingham,Berkshire,1,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Staines,Surrey,2,Marlow,Buckinghamshire,1,15.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,5.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Gateshead,"North East - Tyneside, Wearside & Northumberland",6,7.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Washington,"North East - Tyneside, Wearside & Northumberland",1,7.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Ryton,"North East - Tyneside, Wearside & Northumberland",1,7.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Durham,North East - County Durham & Darlington/Hartlepool,6,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Newcastle Upon Tyne,"North East - Tyneside, Wearside & Northumberland",43,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Meadowfield,North East - County Durham & Darlington/Hartlepool,1,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Hebburn,"North East - Tyneside, Wearside & Northumberland",2,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Spennymoor,North East - County Durham & Darlington/Hartlepool,1,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Sunderland,"North East - Tyneside, Wearside & Northumberland",1,12.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stanley,North East - County Durham & Darlington/Hartlepool,1,Bishop Auckland,North East - County Durham & Darlington/Hartlepool,1,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,Welwyn Garden City,Hertfordshire,1,6.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,Luton,Bedfordshire,1,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,St. Albans,Hertfordshire,1,11.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,Royston,Hertfordshire,1,12.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,Potters Bar,Hertfordshire,1,14.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stevenage,Hertfordshire,1,Hemel Hempstead,Hertfordshire,4,14.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Cheadle,Greater Manchester - South,1,2.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Manchester,Greater Manchester - Manchester & Salford,55,5.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Ashton-under-lyne,Greater Manchester - South,2,6.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Wilmslow,Cheshire - East,1,6.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Sale,Greater Manchester - South,2,7.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Stretford,Greater Manchester - Manchester & Salford,1,7.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Salford,Greater Manchester - Manchester & Salford,5,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Altrincham,Greater Manchester - South,4,8.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Macclesfield,Cheshire - East,3,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stockport,Greater Manchester - South,2,Knutsford,Cheshire - East,2,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stoke-on-trent,Staffordshire,3,Crewe,Cheshire - East,3,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stoke-on-trent,Staffordshire,3,Stafford,Staffordshire,2,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stoke-on-trent,Staffordshire,3,Nantwich,Cheshire - East,1,14.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,Leamington Spa,West Midlands - Coventry & Warwickshire,1,10.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,Kenilworth,West Midlands - Coventry & Warwickshire,1,12.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,Knowle,West Midlands - Birmingham & Solihull,1,13.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stratford-upon-avon,West Midlands - Coventry & Warwickshire,1,Southam,West Midlands - Coventry & Warwickshire,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Sale,Greater Manchester - South,2,1.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Salford,Greater Manchester - Manchester & Salford,5,2.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Manchester,Greater Manchester - Manchester & Salford,55,3.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Altrincham,Greater Manchester - South,4,4.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Cheadle,Greater Manchester - South,1,5.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Stockport,Greater Manchester - South,2,7.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Wilmslow,Cheshire - East,1,9.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Ashton-under-lyne,Greater Manchester - South,2,9.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Bolton,Greater Manchester - Wigan & Bolton,7,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Knutsford,Cheshire - East,2,10.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stretford,Greater Manchester - Manchester & Salford,1,Warrington,Cheshire - Warrington & Halton,3,11.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stroud,Gloucestershire,1,Gloucester,Gloucestershire,3,8.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Stroud,Gloucestershire,1,Cirencester,Gloucestershire,1,10.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Washington,"North East - Tyneside, Wearside & Northumberland",1,5.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Hebburn,"North East - Tyneside, Wearside & Northumberland",2,7.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Chester Le Street,North East - County Durham & Darlington/Hartlepool,4,8.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Gateshead,"North East - Tyneside, Wearside & Northumberland",6,9.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Peterlee,North East - County Durham & Darlington/Hartlepool,1,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Newcastle Upon Tyne,"North East - Tyneside, Wearside & Northumberland",43,10.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Durham,North East - County Durham & Darlington/Hartlepool,6,11.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Stanley,North East - County Durham & Darlington/Hartlepool,1,12.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Meadowfield,North East - County Durham & Darlington/Hartlepool,1,14.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sunderland,"North East - Tyneside, Wearside & Northumberland",1,Cramlington,"North East - Tyneside, Wearside & Northumberland",1,14.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Carshalton,London,1,1.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Epsom,Surrey,3,3.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Morden,London,1,3.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Tadworth,Surrey,1,4.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Chessington,London,1,4.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Croydon,London,3,4.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Kingston Upon Thames,London,1,6.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Wandsworth,London,4,7.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Redhill,Surrey,4,7.7,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Fetcham,Surrey,1,7.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Beckenham,London,1,8.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Walton-on-thames,Surrey,1,9.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Dorking,Surrey,2,10.0,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Bromley,London,4,10.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Brentford,London,2,10.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Isleworth,London,3,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Knightsbridge,London,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Oxted,Surrey,1,10.6,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Lambeth,London,1,10.8,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Shepperton,Surrey,1,11.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,London,London,220,11.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Horley,Surrey,1,12.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Chislehurst,London,1,12.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Middlesex,London,6,12.9,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Southall,London,1,13.2,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Chertsey,Surrey,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Islington,London,1,13.5,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Sidcup,London,1,14.1,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Staines,Surrey,2,14.3,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
Sutton,London,2,Lingfield,Surrey,2,14.4,HAVERSINE_STRAIGHT_LINE,15.0,PRESERVE_TRUE_JOB_LOCATION,REVIEW
