month,category,title,classification,reason,example_title,july_occurrences,days_present,first_seen,last_seen
2026-07,broader_office_administration,school receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",School Receptionist,4,4,2026-07-09,2026-07-12
2026-07,broader_office_administration,administrative assistant- animal welfare,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Administrative Assistant- Animal Welfare,3,3,2026-07-07,2026-07-09
2026-07,broader_office_administration,admin assistant - bank - care home,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Admin Assistant - Bank - Care Home,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,company secretary - qualified or pq - canterbury - financial services.....,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Company Secretary - Qualified or PQ - Canterbury - Financial Services.....,2,2,2026-07-08,2026-07-09
2026-07,broader_office_administration,"dental receptionist, immediate start, full time, permanent, essex based",HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.","Dental Receptionist, Immediate Start, Full Time, Permanent, Essex Based",1,1,2026-07-10,2026-07-10
2026-07,broader_office_administration,optical receptionist,HIGH_CONFIDENCE,"Complete title clearly describes general office, reception or clerical administration.",Optical Receptionist,1,1,2026-07-11,2026-07-11
2026-07,broader_office_administration,administration officer,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration Officer,37,9,2026-07-01,2026-07-09
2026-07,broader_office_administration,clerical officer,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Clerical Officer,18,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,administration & bookkeeping assistant,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration & Bookkeeping Assistant,14,14,2026-07-01,2026-07-14
2026-07,broader_office_administration,junior administration support assistant,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Junior Administration Support Assistant,14,14,2026-07-01,2026-07-14
2026-07,broader_office_administration,administration,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration,10,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,customer safety administration apprentice,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Customer Safety Administration Apprentice,10,10,2026-07-01,2026-07-10
2026-07,broader_office_administration,band 3 higher clerical officer with typing duties,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Band 3 Higher Clerical Officer with typing duties,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,clerical officer/ward clerk,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Clerical Officer/Ward Clerk,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,higher clerical officer,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Higher Clerical Officer,8,8,2026-07-02,2026-07-09
2026-07,broader_office_administration,loans & loans agency administration,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Loans & Loans Agency Administration,8,8,2026-07-01,2026-07-08
2026-07,broader_office_administration,financial services administration - team support - private client,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Financial Services Administration - Team Support - Private Client,7,7,2026-07-01,2026-07-07
2026-07,broader_office_administration,administration officer - learning & development administrative support officer (stormont),REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration Officer - Learning & Development Administrative Support Officer (Stormont),6,6,2026-07-02,2026-07-07
2026-07,broader_office_administration,primary school - administration and pupil wellbeing officer,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Primary School - Administration and Pupil Wellbeing Officer,6,6,2026-07-09,2026-07-14
2026-07,broader_office_administration,administration assistant,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration Assistant,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,clerical officer (part-time),REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Clerical Officer (part-time),5,5,2026-07-02,2026-07-06
2026-07,broader_office_administration,cost administration assistant,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Cost Administration Assistant,5,5,2026-07-10,2026-07-14
2026-07,broader_office_administration,administration assistant - sustainability,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration Assistant - Sustainability,4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,data & reporting administration analyst,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Data & Reporting Administration Analyst,4,4,2026-07-11,2026-07-14
2026-07,broader_office_administration,trust and corporate administration (offshore trusts) - single family office,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Trust and Corporate Administration (Offshore Trusts) - Single Family Office,3,3,2026-07-01,2026-07-07
2026-07,broader_office_administration,administration and bookkeeping assistant,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration and Bookkeeping Assistant,2,2,2026-07-01,2026-07-02
2026-07,broader_office_administration,administration officer and property inspector,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Administration Officer and Property Inspector,2,2,2026-07-07,2026-07-08
2026-07,broader_office_administration,assistant: air traffic control and airport administration,REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,Assistant: Air Traffic Control and Airport Administration,1,1,2026-07-06,2026-07-06
2026-07,broader_office_administration,"headmistress pa, admissions, reception & administration officer",REVIEW_CONTEXT_DEPENDENT,Office-administration signal is present but the title remains ambiguous.,"Headmistress PA, Admissions, Reception & Administration Officer",1,1,2026-07-02,2026-07-02
2026-07,care_assistant_healthcare_assistant,healthcare support worker,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Healthcare Support Worker,28,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,community carer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Community Carer,22,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,carer support / assessment worker,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Carer Support / Assessment Worker,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,day carer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Day Carer,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,shared lives carer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Shared Lives Carer,12,10,2026-07-01,2026-07-10
2026-07,care_assistant_healthcare_assistant,carer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Carer,6,6,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,foster carer - housing officer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Foster Carer - Housing Officer,6,6,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,foster carer,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Foster Carer,5,5,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,health care support worker,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Health Care Support Worker,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,autism carer/support worker,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Autism Carer/Support worker,4,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,foster carer/ gofalwr maeth,ELASTIC_FIT,Adjacent hands-on care role with clear care delivery meaning.,Foster Carer/ Gofalwr Maeth,4,4,2026-07-08,2026-07-12
2026-07,care_assistant_healthcare_assistant,senior care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Assistant,97,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,domiciliary care manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Domiciliary Care Manager,43,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,nights senior health care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Nights Senior Health Care Assistant,38,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior carer,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Carer,32,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,residential child care worker (sessional/casual),HARD_PASS,Children's residential role; assessed in the residential-childcare family instead.,Residential Child Care Worker (Sessional/Casual),26,13,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,residential child care worker,HARD_PASS,Children's residential role; assessed in the residential-childcare family instead.,Residential Child Care Worker,21,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,registered manager - home care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Home Care,15,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior night carer,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Night Carer,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,registered manager / registered manager designate domiciliary care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager / Registered Manager Designate Domiciliary Care,13,13,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior care assistant nights,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Assistant Nights,13,11,2026-07-04,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior care assistant days,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Assistant Days,11,6,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,team leader domiciliary care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Team Leader Domiciliary Care,11,11,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior health care assistant - nights,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Health Care Assistant - Nights,10,10,2026-07-03,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior care worker childrens home,HARD_PASS,Children's residential role; assessed in the residential-childcare family instead.,Senior care worker childrens home,7,7,2026-07-08,2026-07-14
2026-07,care_assistant_healthcare_assistant,carer/senior carer,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Carer/Senior Carer,6,6,2026-07-08,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior night care worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Night Care Worker,6,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,children's residential care worker,HARD_PASS,Children's residential role; assessed in the residential-childcare family instead.,Children's Residential Care Worker,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,domiciliary care registered manager,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Domiciliary Care Registered Manager,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,registered manager domiciliary care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager Domiciliary Care,5,5,2026-07-01,2026-07-05
2026-07,care_assistant_healthcare_assistant,senior night care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Night Care Assistant,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,trainee senior care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Trainee Senior Care Assistant,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior carer - residential care home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Carer - Residential Care Home,4,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,senior health care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Health Care Assistant,4,4,2026-07-01,2026-07-04
2026-07,care_assistant_healthcare_assistant,senior healthcare assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Healthcare Assistant,4,3,2026-07-01,2026-07-10
2026-07,care_assistant_healthcare_assistant,hc senior care worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",HC Senior Care Worker,3,3,2026-07-02,2026-07-04
2026-07,care_assistant_healthcare_assistant,registered manager - domiciliary care,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Registered Manager - Domiciliary Care,3,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,night senior care assistant,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Night Senior Care Assistant,2,2,2026-07-13,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior care assistant - care home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Assistant - Care Home,2,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,senior care worker,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Worker,2,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,senior/ residential child care worker,HARD_PASS,Children's residential role; assessed in the residential-childcare family instead.,Senior/ Residential Child Care Worker,2,2,2026-07-13,2026-07-14
2026-07,care_assistant_healthcare_assistant,senior care assistant at caledonia care home,HARD_PASS,"Senior, supervisory or management level falls outside the intended entry-level proposition.",Senior Care Assistant at Caledonia Care Home,1,1,2026-07-09,2026-07-09
2026-07,care_assistant_healthcare_assistant,complex care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Complex Care Assistant,464,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant,433,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,healthcare assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Healthcare Assistant,48,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,night care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Night Care Assistant,31,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Worker,28,11,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,community healthcare assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community Healthcare Assistant,28,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,paediatric care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Paediatric Care Assistant,28,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,healthcare assistant (hca) gp practices & community services,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Healthcare Assistant (HCA) GP Practices & Community Services,27,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,nights health care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Nights Health Care Assistant,23,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,community care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community Care Assistant,22,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,domiciliary care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Domiciliary Care Assistant,21,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant/ support worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care assistant/ Support worker,18,6,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant - bank - care home,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Bank - Care Home,17,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,care assistant nights,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care assistant nights,15,13,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant to a creative writing & english literature graduate,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant to a Creative Writing & English Literature Graduate,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant to english literature uni graduate,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant to English Literature Uni Graduate,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,community complex healthcare assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community Complex Healthcare Assistant,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,graduate opportunity: care assistant to business & marketing graduate,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Graduate Opportunity: Care Assistant to Business & Marketing Graduate,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,hourly care assistant to games development graduate,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Hourly Care Assistant to Games Development graduate,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,live-in personal care assistant to a cyber security uni student,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Live-In Personal Care Assistant to a Cyber Security Uni student,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,night care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Night Care Worker,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,night healthcare assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Night Healthcare Assistant,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,qualified hearing care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Qualified Hearing Care Assistant,14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,"trainee hearing care assistant, wolverhampton",HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,"Trainee Hearing Care Assistant, Wolverhampton",14,14,2026-07-01,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant - part time,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Part Time,13,13,2026-07-02,2026-07-14
2026-07,care_assistant_healthcare_assistant,night health care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Night Health Care Assistant,12,12,2026-07-02,2026-07-14
2026-07,care_assistant_healthcare_assistant,health care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Health Care Assistant,11,6,2026-07-08,2026-07-14
2026-07,care_assistant_healthcare_assistant,female community care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Female Community Care Assistant,10,10,2026-07-05,2026-07-14
2026-07,care_assistant_healthcare_assistant,community complex care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community Complex Care Assistant,9,9,2026-07-06,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant - newtownards,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Newtownards,8,8,2026-07-02,2026-07-09
2026-07,care_assistant_healthcare_assistant,care assistant dayshift our ladys,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant Dayshift Our Ladys,8,8,2026-07-02,2026-07-09
2026-07,care_assistant_healthcare_assistant,clinical complex care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Clinical Complex Care Assistant,8,8,2026-07-01,2026-07-08
2026-07,care_assistant_healthcare_assistant,permanent care assistant - belfast,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Permanent Care Assistant - Belfast,8,8,2026-07-02,2026-07-09
2026-07,care_assistant_healthcare_assistant,residential care assistant day shift- ratheane,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Residential Care Assistant Day Shift- Ratheane,8,8,2026-07-02,2026-07-09
2026-07,care_assistant_healthcare_assistant,residential care assistant dayshift - our ladys,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Residential Care Assistant Dayshift - Our Ladys,8,8,2026-07-02,2026-07-09
2026-07,care_assistant_healthcare_assistant,"hearing care assistant, cumbria",HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,"Hearing Care Assistant, Cumbria",7,7,2026-07-08,2026-07-14
2026-07,care_assistant_healthcare_assistant,personal care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Personal Care Assistant,7,6,2026-07-09,2026-07-14
2026-07,care_assistant_healthcare_assistant,relief care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Relief Care Worker,6,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,residential care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Residential Care Assistant,6,6,2026-07-02,2026-07-07
2026-07,care_assistant_healthcare_assistant,care assistant (days),HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant (Days),5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant (older adults),HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant (Older Adults),5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant - care home,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Care Home,5,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,care assistant / support worker - domiciliary care,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant / Support Worker - Domiciliary care,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant support,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant Support,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,community care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community Care Worker,5,5,2026-07-03,2026-07-07
2026-07,care_assistant_healthcare_assistant,complex care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Complex Care Worker,5,5,2026-07-01,2026-07-05
2026-07,care_assistant_healthcare_assistant,health care assistant - sheffield,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Health care assistant - Sheffield,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,healthcare assistant - urgent treatment centres,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Healthcare Assistant - Urgent Treatment Centres,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,healthcare assistant/ support worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Healthcare Assistant/ Support worker,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,regional bank care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Regional Bank Care Assistant,5,5,2026-07-10,2026-07-14
2026-07,care_assistant_healthcare_assistant,care assistant - complex care,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Complex Care,4,4,2026-07-11,2026-07-14
2026-07,care_assistant_healthcare_assistant,care worker - full and part-time hours available,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Worker - Full and Part-Time hours available,4,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,community health care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Community health care assistant,4,4,2026-07-11,2026-07-14
2026-07,care_assistant_healthcare_assistant,domestic care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Domestic Care Assistant,4,4,2026-07-11,2026-07-14
2026-07,care_assistant_healthcare_assistant,relief care assistant - arlington,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Relief Care Assistant - Arlington,4,4,2026-07-02,2026-07-05
2026-07,care_assistant_healthcare_assistant,social care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Social Care Worker,4,4,2026-07-11,2026-07-14
2026-07,care_assistant_healthcare_assistant,learning support assistant + personal care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Learning Support Assistant + Personal Care Assistant,3,3,2026-07-01,2026-07-03
2026-07,care_assistant_healthcare_assistant,care assistant days,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant Days,2,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,care worker - part-time,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Worker - Part-Time,2,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,leaving care worker - personal adviser,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Leaving care worker - Personal Adviser,2,2,2026-07-01,2026-07-02
2026-07,care_assistant_healthcare_assistant,live in care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Live In Care Worker,2,1,2026-07-01,2026-07-01
2026-07,care_assistant_healthcare_assistant,peripatetic care assistant,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Peripatetic Care Assistant,2,2,2026-07-13,2026-07-14
2026-07,care_assistant_healthcare_assistant,residential care assistant night shift - ratheane,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Residential Care Assistant Night Shift - Ratheane,2,2,2026-07-02,2026-07-03
2026-07,care_assistant_healthcare_assistant,care assistant - dungannon,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Dungannon,1,1,2026-07-02,2026-07-02
2026-07,care_assistant_healthcare_assistant,care assistant - lurgan,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Care Assistant - Lurgan,1,1,2026-07-02,2026-07-02
2026-07,care_assistant_healthcare_assistant,domiciliary care worker,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Domiciliary care worker,1,1,2026-07-10,2026-07-10
2026-07,care_assistant_healthcare_assistant,health care assistant - bank,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Health Care Assistant - BANK,1,1,2026-07-09,2026-07-09
2026-07,care_assistant_healthcare_assistant,hourly care assistant to a recent social sciences graduate,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Hourly Care Assistant to a recent Social Sciences Graduate,1,1,2026-07-01,2026-07-01
2026-07,care_assistant_healthcare_assistant,relief care assistant - our ladys,HIGH_CONFIDENCE,Complete title clearly describes hands-on care-assistant or care-worker work.,Relief Care Assistant - Our Ladys,1,1,2026-07-02,2026-07-02
